"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.252854583E-1,-5.995415160E-3,1.248615801E-3,2.134818435E-3,6.485483337E-3
9.353194583E-1,-8.336174358E-3,-4.234916742E-3,1.350882232E-2,1.642907798E-2
9.453524583E-1,-3.022462316E-4,2.179204740E-3,1.216454744E-2,1.236189713E-2
9.553854583E-1,2.900986411E-3,3.652065829E-4,4.233968854E-3,5.145443641E-3
9.654184583E-1,-5.540282512E-3,1.678099501E-3,1.216805577E-2,1.347487772E-2
9.754524583E-1,-8.254066659E-3,1.166798065E-2,1.186867833E-2,1.857786086E-2
9.854854583E-1,-2.851358168E-3,1.771391141E-3,8.425837755E-3,9.069884886E-3
9.955184583E-1,-1.392950208E-2,6.574126199E-3,-6.692723036E-3,1.679412710E-2
1.005551458E0,1.478343311E-2,-4.414035687E-3,1.530976474E-2,2.173528242E-2
1.015585458E0,-2.223221026E-3,-1.733367109E-3,1.321353793E-2,1.351091625E-2
1.025618458E0,-1.063594823E-2,1.713499138E-3,9.390628338E-4,1.081394068E-2
1.035653083E0,2.028134158E-3,-4.857549279E-3,3.784317970E-3,6.483068383E-3
1.045686083E0,-8.082158519E-3,5.385234224E-3,1.066882968E-2,1.442726449E-2
1.055720083E0,-5.606292095E-3,-1.964297866E-3,5.429139733E-3,8.047641605E-3
1.065753083E0,1.430685762E-3,-9.981510036E-3,1.336088777E-2,1.673889860E-2
1.075786083E0,-2.966721905E-3,-7.459208497E-4,1.635349274E-2,1.663714403E-2
1.085819083E0,3.106698766E-4,8.559672756E-4,8.421744704E-3,8.470831105E-3
1.095853083E0,-3.734132415E-3,2.718982687E-3,6.379312277E-4,4.662999892E-3
1.105886083E0,-5.939245345E-3,1.289076934E-3,-1.609738469E-3,6.287098898E-3
1.115919083E0,-8.184585292E-3,1.617520862E-2,-4.753201604E-3,1.874080403E-2
1.125953083E0,5.233011330E-3,-1.158359916E-2,9.338003397E-4,1.274504453E-2
1.135986083E0,-3.992186487E-3,2.561432202E-3,8.417651653E-3,9.662057091E-3
1.146019083E0,-5.790698659E-3,-3.778212655E-3,5.723254681E-3,8.975674123E-3
1.156052083E0,7.833871124E-3,-5.381105770E-4,6.471698284E-3,1.017555789E-2
1.166086083E0,2.084888695E-3,7.175538596E-3,1.335854888E-2,1.530640203E-2
1.176119083E0,4.231191427E-4,1.084873549E-2,7.969754934E-3,1.346815077E-2
1.186152083E0,2.101443624E-3,6.749797342E-3,6.921349168E-3,9.893477840E-3
1.196185083E0,7.441276275E-3,-1.887261942E-3,1.635056913E-2,1.806309666E-2
1.206219083E0,-6.734092087E-3,-5.843022102E-3,9.316368699E-3,1.289510098E-2
1.216252083E0,-6.127114557E-3,-3.284172040E-3,9.615746140E-3,1.186549167E-2
1.226285083E0,-4.082672149E-3,-7.271284468E-3,1.185990751E-2,1.449817905E-2
1.236318083E0,4.227372464E-3,7.082828251E-4,9.615161419E-3,1.052728225E-2
1.246352083E0,5.136093730E-3,1.806834176E-3,7.369830608E-3,9.162887740E-3
1.256385083E0,5.841249665E-3,2.319959326E-3,6.771660447E-3,9.238928192E-3
1.266418083E0,-6.061278563E-4,-4.178178194E-3,9.766019583E-3,1.063953488E-2
1.276452083E0,1.873594075E-3,-7.627555775E-3,1.949637115E-2,2.101900211E-2
1.286485083E0,-2.503613289E-3,4.243411194E-3,1.230955839E-2,1.325895342E-2
1.296518083E0,1.116231641E-2,1.263891195E-2,1.529631615E-3,1.693160287E-2
1.306551083E0,1.117133391E-2,-2.723180805E-4,9.760757089E-3,1.483729212E-2
1.316585083E0,-3.488695538E-3,-3.025940952E-3,2.126632333E-3,5.084277754E-3
1.326618083E0,1.873584939E-3,-4.625200115E-3,1.904145777E-2,1.968450941E-2
1.336651083E0,1.697327932E-3,1.542667936E-3,1.559920192E-2,1.576692256E-2
1.346684083E0,-1.011970304E-3,4.612989484E-3,1.229084730E-3,4.880000527E-3
1.356718083E0,-1.093341619E-2,3.097143365E-3,6.318501234E-3,1.300212846E-2
1.366751083E0,2.855761852E-3,3.632289221E-3,1.574889064E-2,1.641269195E-2
1.376784083E0,-8.401352540E-3,-4.631413923E-3,1.125881374E-2,1.479167354E-2
1.386817083E0,-8.598814839E-3,1.074081210E-2,2.727726102E-3,1.402658729E-2
1.396851083E0,9.432381112E-3,1.860602293E-4,-6.254766583E-3,1.131929931E-2
1.406884083E0,3.314073924E-3,-1.133392534E-2,1.290480494E-2,1.749213938E-2
1.416917083E0,-2.373987827E-3,-4.279515466E-3,8.713520765E-3,9.993773810E-3
1.426950083E0,1.004137776E-2,-2.236114594E-3,2.576867938E-3,1.060517440E-2
1.436984083E0,3.556459285E-3,3.256614752E-3,1.859239161E-2,1.920757580E-2
1.447017083E0,-1.080904408E-2,-2.727112829E-3,1.050920069E-2,1.532043986E-2
1.457050083E0,1.229678588E-3,1.211127383E-5,2.982079983E-5,1.230099749E-3
1.467083083E0,-3.214515941E-3,6.951281887E-3,1.948876977E-2,2.093956971E-2
1.477117083E0,-3.733483739E-3,1.277672580E-3,1.290363550E-2,1.349352279E-2
1.487150083E0,-7.100529782E-4,1.832453432E-3,2.233344018E-2,2.241973709E-2
1.497183083E0,7.194514638E-3,-5.512371194E-5,2.053542137E-2,2.175931089E-2
1.507217083E0,-3.667209204E-3,-1.849209359E-3,1.365090966E-2,1.425536156E-2
1.517250083E0,2.593605593E-3,5.388346268E-5,-2.365198731E-3,3.510535349E-3
1.527283083E0,1.119649521E-2,7.736593784E-3,3.920558095E-3,1.416287980E-2
1.537316083E0,1.672532083E-3,-7.963013506E-3,5.566549301E-3,9.858672263E-3
1.547350083E0,-8.267670572E-3,-9.126795572E-5,9.906352758E-3,1.290343100E-2
1.557383083E0,4.673240930E-3,5.138538826E-3,8.859701157E-3,1.125780026E-2
1.567416083E0,1.263364946E-2,5.859401159E-3,1.634355247E-2,2.147215378E-2
1.577449083E0,3.957550870E-3,2.072761433E-3,1.215226829E-2,1.294743888E-2
1.587483083E0,-6.577916611E-3,7.721266542E-3,6.013861299E-3,1.179209361E-2
1.597516083E0,-9.477441218E-3,-2.506777867E-3,2.098390281E-2,2.316095863E-2
1.607549083E0,3.668808052E-3,-4.403660306E-3,1.978697777E-2,2.060040936E-2
1.617582083E0,-1.223384609E-2,1.248716985E-2,1.974020004E-3,1.759241757E-2
1.627616083E0,-4.067323208E-3,-4.139508912E-4,1.424791038E-2,1.482286827E-2
1.637649083E0,1.203515952E-2,-5.268968280E-3,1.050627708E-2,1.682227540E-2
1.647682083E0,4.562527556E-3,1.606715504E-3,8.113011718E-3,9.445588999E-3
1.657715083E0,1.302892123E-2,5.439166795E-5,7.216048837E-3,1.489386141E-2
1.667749083E0,3.913705889E-4,2.379504995E-3,1.275336206E-2,1.297934739E-2
1.677782083E0,8.618138060E-3,8.730932220E-4,7.512502670E-3,1.146613674E-2
1.687815083E0,1.131339384E-2,1.090191089E-2,7.662191391E-3,1.748009491E-2
1.697848083E0,3.342834916E-3,3.595583097E-3,1.050510764E-2,1.159569099E-2
1.707882083E0,-2.515344266E-3,3.515462538E-3,7.659267783E-3,8.794874451E-3
1.717915083E0,3.991802763E-3,7.186143526E-3,1.739020407E-2,1.923523709E-2
1.727948083E0,1.658617537E-3,5.027820884E-3,6.162965298E-3,8.124785304E-3
1.737982083E0,3.112993659E-3,-5.735638901E-5,-2.219018340E-3,3.823357382E-3
1.748015083E0,6.878737584E-3,9.497367432E-3,3.918219209E-3,1.236403901E-2
1.758048083E0,5.605616011E-3,1.549683453E-3,1.050510764E-2,1.200756995E-2
1.768081083E0,7.019710299E-3,1.167523371E-3,2.412795067E-2,2.515546555E-2
1.778115083E0,2.544169212E-3,-3.402943608E-3,1.634413719E-2,1.688738117E-2
1.788148083E0,1.584239127E-3,-6.066208725E-3,5.267756581E-3,8.188892557E-3
1.798181083E0,-1.906119213E-3,5.688663604E-3,7.813049555E-3,9.850783085E-3
1.808214083E0,9.892173260E-3,-2.489099175E-3,1.155585229E-2,1.541390375E-2
1.818248083E0,8.712351322E-4,4.788214092E-3,3.622934818E-3,6.067264750E-3
1.828281083E0,-5.636167713E-3,3.284516934E-3,9.760757089E-3,1.173996665E-2
1.838314083E0,-9.064847063E-3,-1.283314229E-3,1.275453150E-2,1.570020451E-2
1.848347083E0,1.055586878E-3,-3.078790874E-3,9.312275648E-3,9.864669009E-3
1.858381083E0,-5.604227297E-3,-5.353138492E-3,1.574947536E-2,1.755304616E-2
1.868414083E0,2.232622253E-3,-1.557698250E-3,8.565586209E-3,8.987785771E-3
1.878447083E0,-9.450662797E-3,9.839150892E-4,9.314614534E-3,1.330583181E-2
1.888480083E0,-1.203832981E-2,-1.089787608E-2,7.668038607E-3,1.795783683E-2
1.898514083E0,4.694099044E-3,-7.466542642E-3,-1.911454797E-3,9.024271954E-3
1.908547083E0,-5.160441902E-3,3.063508171E-3,1.260776639E-2,1.396320222E-2
1.918580083E0,5.556197902E-3,2.482507353E-3,9.014067650E-3,1.087601000E-2
1.928613083E0,4.226212157E-3,-3.655264667E-3,6.619048119E-3,8.662195275E-3
1.938647083E0,1.909051957E-3,2.819617608E-3,-1.914378405E-3,3.906349640E-3
1.948680083E0,7.776550138E-3,7.056206289E-3,5.120406747E-3,1.168260863E-2
1.958713083E0,1.284829709E-2,-5.821899036E-3,1.844153345E-2,2.321773896E-2
1.968747083E0,-5.114760529E-4,1.638575977E-3,5.416860580E-3,5.682333811E-3
1.978780083E0,3.332958603E-3,-7.430040941E-4,-4.611698985E-3,5.738330390E-3
1.988813083E0,-8.767735418E-3,-5.953896503E-3,4.219350815E-3,1.140723407E-2
1.998846083E0,2.765733004E-4,8.436997714E-3,6.016784906E-3,1.036634573E-2
2.008880083E0,2.866825880E-3,2.798473985E-3,1.529690087E-2,1.581282149E-2
2.018913083E0,-9.228550829E-5,6.632705707E-3,4.967794418E-3,8.287356816E-3
2.028946083E0,-1.213413279E-2,-4.584856611E-3,9.609314203E-3,1.614301732E-2
2.038978208E0,1.256848955E-2,4.500966197E-3,6.465266347E-3,1.483324965E-2
2.049012208E0,2.247596607E-3,-1.120381337E-3,1.514721215E-2,1.535398908E-2
2.059045208E0,7.005119668E-3,5.854809039E-3,-5.509246588E-3,1.066312752E-2
2.069078208E0,8.582424363E-3,5.249607372E-3,2.872152328E-3,1.046258307E-2
2.079111208E0,4.569800030E-3,-9.645838744E-4,7.362813950E-3,8.719204300E-3
2.089145208E0,-3.363601668E-3,-3.670075710E-4,1.649382591E-2,1.683730394E-2
2.099178208E0,8.303923309E-3,-1.303456288E-3,2.307837546E-2,2.456146483E-2
2.109211208E0,3.901691688E-3,7.980911467E-3,-5.736118555E-4,8.902088319E-3
2.119244208E0,-1.987285875E-3,5.020280031E-4,1.050393820E-2,1.070205844E-2
2.129278208E0,-6.149626337E-3,3.242488930E-3,1.065304220E-2,1.272080762E-2
2.139311208E0,6.619367888E-3,1.806963226E-3,1.574187398E-2,1.717229582E-2
2.149344208E0,-7.288335040E-3,-4.182866245E-3,1.319716573E-2,1.564549075E-2
2.159377208E0,1.231058165E-2,-1.292597826E-3,2.262755513E-2,2.579200421E-2
2.169411208E0,3.420109525E-3,-4.733166896E-3,2.157856464E-2,2.235474156E-2
2.179444208E0,-4.549855543E-3,1.140155318E-2,1.439409077E-2,1.891788703E-2
2.189477208E0,-3.497557724E-3,-5.575798637E-3,1.589097798E-2,1.720016342E-2
2.199510208E0,-1.036355020E-3,-1.718163206E-3,1.544132710E-2,1.557114957E-2
2.209544208E0,6.391509203E-3,-4.696103315E-3,1.409295917E-2,1.617146482E-2
2.219577208E0,-1.163148237E-3,-1.519158589E-2,-5.759507418E-4,1.524693133E-2
2.229610208E0,1.518619663E-2,-6.796360365E-5,-7.256394625E-4,1.520367521E-2
2.239643208E0,-1.815542188E-3,1.256787056E-3,2.867474556E-3,3.619132143E-3
2.249677208E0,-3.386040358E-3,5.148110215E-3,3.766776323E-3,7.221974243E-3
2.259710208E0,-2.210622104E-3,-1.597709422E-3,1.125121236E-2,1.157710262E-2
2.269743208E0,3.581529222E-3,-2.981255434E-3,2.570436001E-3,5.321877185E-3
2.279776208E0,-1.694577914E-3,2.686496379E-3,1.783868551E-2,1.811925931E-2
2.289810208E0,-2.644129191E-3,-5.092848317E-3,1.724051535E-2,1.817041256E-2
2.299843208E0,8.652262045E-3,-9.428498195E-4,9.906937480E-3,1.318703964E-2
2.309876208E0,-3.079664530E-3,-4.221270574E-3,6.268215179E-4,5.262733519E-3
2.319910208E0,-1.895393226E-3,-4.342674532E-3,7.961568832E-3,9.264875382E-3
2.329943208E0,-2.217611354E-3,-2.232367579E-3,1.170437157E-2,1.211996613E-2
2.339976208E0,4.332978660E-3,-1.041472362E-2,9.459040761E-3,1.472123039E-2
2.350009208E0,4.287653603E-3,5.646648161E-3,1.050744653E-2,1.267576591E-2
2.360043208E0,-2.999804355E-3,-3.545704748E-3,8.111842275E-3,9.347343656E-3
2.370076208E0,-1.001825385E-2,-5.378938189E-3,1.245281518E-2,1.686330312E-2
2.380109208E0,-5.888328888E-4,-2.154719525E-3,1.484783471E-2,1.501491711E-2
2.390142208E0,3.452415392E-3,-2.947857783E-3,9.309352040E-3,1.035727150E-2
2.400176208E0,4.757897649E-4,-9.230664734E-3,-3.863255382E-3,1.001779863E-2
2.410209208E0,1.566871069E-5,5.623199913E-3,1.709316552E-2,1.799435829E-2
2.420242208E0,4.044994153E-4,7.890424663E-3,1.125589013E-2,1.375199926E-2
2.430275208E0,-5.550579093E-3,1.214756768E-3,5.118652582E-3,7.647559515E-3
2.440309208E0,2.908103568E-3,4.515584236E-3,3.323557377E-3,6.316138139E-3
2.450342208E0,6.048825821E-3,1.213414192E-2,1.215519190E-2,1.820918406E-2
2.460375208E0,-2.669838667E-3,3.278707406E-3,1.155643702E-2,1.230565712E-2
2.470408208E0,-4.155342076E-3,-2.169683600E-3,8.113596439E-3,9.370423783E-3
2.480442208E0,-4.148553824E-3,6.994161849E-3,1.529865503E-2,1.732563548E-2
2.490475208E0,4.666763311E-3,4.899042811E-3,7.365152836E-3,1.000123875E-2
2.500508208E0,2.116153026E-3,5.392834463E-4,7.216048837E-3,7.539250034E-3
2.510541208E0,-5.442771055E-3,-3.114240761E-3,7.065190673E-3,9.446648692E-3
2.520575208E0,-1.310979553E-2,-2.613358218E-3,2.874491215E-3,1.367329806E-2
2.530608208E0,1.756311720E-3,9.214538068E-4,2.873906493E-3,3.491854308E-3
2.540641208E0,-6.771550812E-3,1.141215469E-3,2.233344018E-2,2.336533380E-2
2.550674208E0,4.870630139E-3,-6.162599847E-3,2.906943262E-2,3.011200072E-2
2.560708208E0,-7.309567742E-4,-7.100590310E-3,1.425141871E-2,1.593912218E-2
2.570741208E0,-3.830894697E-3,8.431401746E-3,7.365152836E-3,1.183257224E-2
2.580774208E0,-1.493155039E-2,-9.681213257E-3,4.072000980E-3,1.825536302E-2
2.590807208E0,7.666540258E-3,6.719228510E-3,3.323557377E-3,1.072240201E-2
2.600841208E0,3.679917762E-3,7.264055391E-3,1.484900415E-2,1.693520651E-2
2.610874208E0,2.252923055E-3,4.055231349E-3,1.305390894E-2,1.385370356E-2
2.620907208E0,-3.860715497E-4,-1.172796143E-3,1.005954981E-2,1.013504042E-2
2.630940208E0,8.774560215E-3,-1.493078180E-2,1.679495752E-2,2.412450518E-2
2.640974208E0,-3.659498189E-3,7.292152861E-3,8.562077880E-3,1.182694373E-2
2.651007208E0,8.931183368E-3,-3.501508021E-3,1.377019286E-3,9.691376418E-3
2.661040208E0,1.588396132E-2,-2.522202182E-3,5.417445302E-3,1.697087047E-2
2.671073208E0,-4.221735382E-3,3.124971315E-3,1.080682397E-2,1.201565394E-2
2.681107208E0,-6.846724078E-5,-6.823370619E-3,1.227330565E-3,6.933210993E-3
2.691140208E0,-6.664820854E-3,-3.157035070E-3,1.200491846E-2,1.408917225E-2
2.701173208E0,1.579871988E-3,-3.569125588E-3,3.023595214E-3,4.937284778E-3
2.711206208E0,-5.809756927E-4,-4.743946558E-3,3.040552139E-5,4.779485976E-3
2.721240208E0,-1.826560535E-3,-1.496058090E-3,8.112426996E-3,8.449022722E-3
2.731273208E0,-6.514620502E-4,-1.510831218E-2,2.143530786E-2,2.623276430E-2
2.741306208E0,-6.134496666E-3,2.471859026E-3,2.487931788E-2,2.574339905E-2
2.751339208E0,7.543785274E-3,1.286349071E-2,7.514256835E-3,1.669856716E-2
2.761373208E0,-2.676964961E-3,4.080361814E-3,1.095768213E-2,1.199526122E-2
2.771406208E0,4.707337506E-3,6.762942157E-3,1.795095205E-4,8.241883079E-3
2.781439208E0,1.023979023E-2,-1.141926956E-3,6.766397953E-3,1.232645295E-2
2.791472208E0,1.281408174E-3,-3.386120300E-4,1.227330565E-3,1.806379067E-3
2.801506208E0,-2.438069656E-3,-2.211041230E-3,6.279909611E-4,3.350710316E-3
2.811539208E0,8.679186646E-4,3.385721730E-3,2.173410058E-2,2.201334873E-2
2.821572208E0,5.457325140E-3,1.679353226E-2,7.811880112E-3,1.930882167E-2
2.831606208E0,4.839100856E-3,-3.969835733E-3,7.662776113E-3,9.894171547E-3
2.841639208E0,-2.692259084E-3,-1.071441740E-3,9.459625483E-3,9.893470607E-3
2.851672208E0,7.334783860E-4,1.590801256E-3,1.634530663E-2,1.643890775E-2
2.861705208E0,7.717694258E-3,-5.260301381E-3,1.948935449E-2,2.161176795E-2
2.871739208E0,-4.173084721E-4,1.590442657E-3,6.317331791E-3,6.527812433E-3
2.881772208E0,-6.165139731E-3,9.835290816E-3,8.114765882E-3,1.416302647E-2
2.891805208E0,-2.391675655E-3,-8.405727673E-3,1.485017359E-2,1.723090322E-2
2.901838208E0,-6.478431718E-3,-4.006721157E-3,5.719746351E-3,9.525722560E-3
2.911872208E0,-4.445281746E-3,-9.555205760E-3,-4.607605934E-3,1.150184852E-2
2.921905208E0,1.088023393E-2,8.417078352E-4,4.971302748E-3,1.199173939E-2
2.931938208E0,4.772597915E-3,1.590102331E-3,1.754457057E-2,1.825152247E-2
2.941971208E0,3.597042616E-4,3.209234033E-3,2.277490497E-3,3.951649427E-3
2.952005208E0,1.128231224E-2,3.493897504E-3,3.025934100E-3,1.219238149E-2
2.962038208E0,-1.839387864E-3,4.634843452E-4,9.761341810E-3,9.943940838E-3
2.972071208E0,4.050384555E-4,7.140215475E-4,5.869435072E-3,5.926563168E-3
2.982104208E0,1.011645966E-2,-2.976860886E-4,3.315371275E-4,1.012626733E-2
2.992138208E0,-1.144515719E-2,3.062427806E-3,9.011144042E-3,1.488525459E-2
3.002171208E0,1.767229568E-3,7.947675985E-3,-5.808039308E-3,1.000109867E-2
3.012204208E0,6.075960556E-3,-8.680762653E-4,1.200491846E-2,1.348291216E-2
3.022237208E0,6.350131016E-3,4.191102596E-3,1.514896631E-2,1.695230619E-2
3.032271208E0,-8.588892845E-3,-8.543809899E-3,3.921727538E-3,1.273364499E-2
3.042303958E0,-7.700326201E-3,4.241704994E-3,8.411219716E-3,1.216699231E-2
3.052336958E0,-1.687798798E-3,-3.234202329E-3,-1.618509293E-3,3.991027664E-3
3.062369958E0,-1.923907539E-3,-1.507501274E-3,1.080682397E-2,1.107977548E-2
3.072403958E0,-1.835559765E-3,-7.343680307E-4,1.075887680E-3,2.250802158E-3
3.082436958E0,-8.159935623E-3,4.870118508E-3,1.619503319E-2,1.877715910E-2
3.092469958E0,6.477965768E-3,-5.946649153E-3,1.589624047E-2,1.816637382E-2
3.102502958E0,2.022825982E-3,-6.614051718E-3,7.213709950E-3,9.993753866E-3
3.112536958E0,-7.572975671E-3,1.116311012E-2,-1.469990015E-3,1.356929839E-2
3.122569958E0,-3.375880821E-3,-1.905858829E-3,6.164134741E-3,7.281855965E-3
